video_id,extracted_aspects,Negative,Neutral,Positive
08H8R6pNiXI,happends,0,1,0
08H8R6pNiXI,happy poor offended man,1,0,0
08H8R6pNiXI,head vent adjustements,0,1,0
08H8R6pNiXI,headed bankruptcy,1,0,0
08H8R6pNiXI,i,2,3,0
08H8R6pNiXI,id,0,2,1
08H8R6pNiXI,id year,1,0,0
08H8R6pNiXI,ids,0,1,0
08H8R6pNiXI,imho benefit,0,1,0
08H8R6pNiXI,improved updates,0,1,0
08H8R6pNiXI,inferior build quality tesla,0,1,0
08H8R6pNiXI,info minutes,1,0,0
08H8R6pNiXI,infotainment carplay cameras,0,1,0
08H8R6pNiXI,interesting deal breaker android auto apple play,0,1,0
08H8R6pNiXI,k apart price,1,0,0
08H8R6pNiXI,lengthy queues,1,0,0
08H8R6pNiXI,less fsd long intelligent cruse control lane,0,1,0
08H8R6pNiXI,listen,1,0,0
08H8R6pNiXI,lots info,0,0,1
08H8R6pNiXI,maker,0,1,0
08H8R6pNiXI,manual air vents,0,2,0
08H8R6pNiXI,many brands systems,1,0,0
08H8R6pNiXI,metric evs max rate minutes rate tapers,1,0,0
08H8R6pNiXI,miles home network dealers service departments,0,1,0
08H8R6pNiXI,minute length time premium comparisons,0,1,0
08H8R6pNiXI,model,0,1,0
08H8R6pNiXI,msrp,1,0,0
08H8R6pNiXI,much closer base,1,0,0
08H8R6pNiXI,older tesla models,0,1,0
08H8R6pNiXI,owner leaf,0,1,0
08H8R6pNiXI,pay advertising ugly voice one,1,0,0
08H8R6pNiXI,performance model numbers,1,0,0
08H8R6pNiXI,person,0,1,0
08H8R6pNiXI,prices,2,0,0
08H8R6pNiXI,problems unfortunate person,1,0,0
08H8R6pNiXI,productionsbecause,0,1,0
08H8R6pNiXI,quality,1,0,0
08H8R6pNiXI,quick review,1,0,0
08H8R6pNiXI,reason,0,1,0
08H8R6pNiXI,recentlythat,0,0,1
08H8R6pNiXI,resale value,0,1,0
08H8R6pNiXI,revenge,1,0,0
08H8R6pNiXI,service department anyone,0,1,0
08H8R6pNiXI,skoda enyaq,0,1,0
08H8R6pNiXI,slightly realworld range id,0,1,0
08H8R6pNiXI,someone,0,1,0
08H8R6pNiXI,sure score,0,1,0
08H8R6pNiXI,suspension sound hearing material quality,1,0,0
08H8R6pNiXI,teh enyaq som classes,0,1,0
08H8R6pNiXI,tesla,2,1,0
08H8R6pNiXI,tesla hate,0,1,0
08H8R6pNiXI,tesla model,0,0,1
08H8R6pNiXI,tesla opinion,0,1,0
08H8R6pNiXI,teslas complete lack drivers console model ys absolutely horrible ride quality,1,0,0
08H8R6pNiXI,teslas fsd,0,0,1
08H8R6pNiXI,test drives rentals vacation,0,1,0
08H8R6pNiXI,thankfully many evs frunk,1,0,0
08H8R6pNiXI,thatthen tesla cheaper tesla,1,0,0
08H8R6pNiXI,timely fashion,0,0,1
08H8R6pNiXI,top seller,0,1,0
08H8R6pNiXI,unwanted upgrades,1,0,0
08H8R6pNiXI,us,1,0,0
08H8R6pNiXI,vegas idea,0,1,0
08H8R6pNiXI,vehicle consistent reliable updates,0,1,0
08H8R6pNiXI,vents,0,1,0
08H8R6pNiXI,vw,1,1,0
08H8R6pNiXI,worst market,1,0,0
08H8R6pNiXI,would even able updates,0,1,0
08H8R6pNiXI,ys,0,1,0
2I300RpQl3c,adapter plug dyer outlet,0,1,0
2I300RpQl3c,alex,1,0,0
2I300RpQl3c,amps,0,2,0
2I300RpQl3c,asian brands,1,0,0
2I300RpQl3c,australia,0,1,0
2I300RpQl3c,bad hove,0,1,0
2I300RpQl3c,ball gear shifter,0,1,0
2I300RpQl3c,based reporting,0,0,1
2I300RpQl3c,basic dumb evse flo job issues,1,0,0
2I300RpQl3c,battery,1,0,0
2I300RpQl3c,battery approaches,1,0,0
2I300RpQl3c,best special mention evse,0,1,0
2I300RpQl3c,board member row housing question use unit responsible powerpoles,0,1,0
2I300RpQl3c,bright white light,0,1,0
2I300RpQl3c,buildings,0,1,0
2I300RpQl3c,cable amp j plug module,0,1,0
2I300RpQl3c,cable plugging fingers,0,1,0
2I300RpQl3c,cable slip garage door,0,1,0
2I300RpQl3c,canada tesla,1,0,0
2I300RpQl3c,care apps,0,1,0
2I300RpQl3c,charger evse electric vehicle supply equipment charger,0,1,0
2I300RpQl3c,charger extension,0,1,0
2I300RpQl3c,charger plug volt power vehicle,0,1,0
2I300RpQl3c,charger son daughter law timing,0,0,1
2I300RpQl3c,charger son daughterinlaw,0,0,1
2I300RpQl3c,chargers,1,1,0
2I300RpQl3c,charging station town,0,1,0
2I300RpQl3c,charging v v tesla charging stations,0,1,0
2I300RpQl3c,cheap option,1,0,0
2I300RpQl3c,chest bursting hope,0,1,0
2I300RpQl3c,circuit wall connector,0,1,0
2I300RpQl3c,content,0,1,0
2I300RpQl3c,controls,1,0,0
2I300RpQl3c,customer service,0,2,0
2I300RpQl3c,customer service plastic case,0,1,0
2I300RpQl3c,detail name nonsensible fucking care,0,1,0
2I300RpQl3c,detailed info,0,1,0
2I300RpQl3c,device,0,1,0
2I300RpQl3c,different evse units,1,0,0
2I300RpQl3c,door evse small stool,0,1,0
2I300RpQl3c,driving days,0,1,0
2I300RpQl3c,durable long run schedule stuff,1,0,0
2I300RpQl3c,easy watch lot videos,0,1,0
2I300RpQl3c,educational tom,1,0,0
2I300RpQl3c,emergency,0,1,0
2I300RpQl3c,ev bigger cable,1,0,0
2I300RpQl3c,even higher amps teslatap mini amp version connector amps,0,1,0
2I300RpQl3c,every electric,0,1,0
2I300RpQl3c,everyone,1,2,0
2I300RpQl3c,everything,0,1,0
2I300RpQl3c,evs,0,1,0
2I300RpQl3c,evse,0,1,0
2I300RpQl3c,excellent information toms man,0,1,0
2I300RpQl3c,exel juice box charges,0,1,0
2I300RpQl3c,exterior wall,0,1,0
2I300RpQl3c,far possible incorrect rate optimal battery health,0,1,0
2I300RpQl3c,fine line start,0,1,0
2I300RpQl3c,flat mounting help,0,1,0
2I300RpQl3c,ford charger,0,1,0
2I300RpQl3c,ft posts w plugins residents,0,1,0
2I300RpQl3c,full evse,0,1,0
2I300RpQl3c,garage floor pushingin,0,1,0
2I300RpQl3c,grizzle classic works mache,0,1,0
2I300RpQl3c,handle,0,1,0
2I300RpQl3c,home,0,0,1
2I300RpQl3c,honest question supply station,0,1,0
2I300RpQl3c,huge electrical upgrade,0,1,0
2I300RpQl3c,hybrid,0,0,1
2I300RpQl3c,i,1,0,0
2I300RpQl3c,informative use gen tesla evs outdoors nema,0,0,1
2I300RpQl3c,instructions,0,1,0
2I300RpQl3c,internet,0,1,0
2I300RpQl3c,j plug,0,1,0
2I300RpQl3c,job,0,1,0
2I300RpQl3c,joke best security power cable,0,1,0
2I300RpQl3c,jumper cables,0,0,1
2I300RpQl3c,kid,0,1,0
2I300RpQl3c,kw dumb charger,1,0,0
2I300RpQl3c,leviton,1,0,0
2I300RpQl3c,lifetime,1,0,0
2I300RpQl3c,list twiceits unit,0,0,1
2I300RpQl3c,lock devices,0,1,0
2I300RpQl3c,locomotive engine,0,1,0
2I300RpQl3c,locomotives,0,1,0
2I300RpQl3c,long months,0,1,0
2I300RpQl3c,lot toms videos,0,1,0
2I300RpQl3c,manufacturers,0,1,0
2I300RpQl3c,metal locked box,0,1,0
2I300RpQl3c,miles spanish springs nv,0,1,0
2I300RpQl3c,mobile phone,1,0,0
2I300RpQl3c,model long range arrive,0,1,0
2I300RpQl3c,model sr,0,1,0
2I300RpQl3c,mounting lap,0,1,0
2I300RpQl3c,nevada reno area,0,1,0
2I300RpQl3c,newer ones,0,1,0
2I300RpQl3c,nothing,0,1,0
2I300RpQl3c,older tesla changer connector support,0,1,0
2I300RpQl3c,older tesla chargers,0,1,0
2I300RpQl3c,older teslas,0,2,0
2I300RpQl3c,one,0,1,0
2I300RpQl3c,one portable fast charger,0,0,1
2I300RpQl3c,one thing world right bat,0,1,0
2I300RpQl3c,one time garage fueled plug,1,0,0
2I300RpQl3c,opportunity,1,0,0
2I300RpQl3c,park driveway power garage,0,1,0
2I300RpQl3c,picked chargepoint wifi,0,0,1
2I300RpQl3c,plug,0,1,0
2I300RpQl3c,power share,0,1,0
2I300RpQl3c,questions answers,0,1,0
2I300RpQl3c,ready charger,0,1,0
2I300RpQl3c,required engineer sign,0,1,0
2I300RpQl3c,rusnak arcadia,0,0,1
2I300RpQl3c,safe proof,1,0,0
2I300RpQl3c,safety devices,0,1,0
2I300RpQl3c,service stations insurance,1,0,0
2I300RpQl3c,shims,0,1,0
2I300RpQl3c,sidewalk walkability,0,1,0
2I300RpQl3c,slower max time,0,1,0
2I300RpQl3c,smart ass,1,0,0
2I300RpQl3c,smart chargers,0,1,0
2I300RpQl3c,smart evse talk evse program evse,0,1,0
2I300RpQl3c,spent hours,0,0,1
2I300RpQl3c,sponsor,0,1,0
2I300RpQl3c,sponsorship genius one skip sponsorship,0,0,1
2I300RpQl3c,status charging process,0,1,0
2I300RpQl3c,store mobile unit,0,1,0
2I300RpQl3c,supply energy evses,0,1,0
2I300RpQl3c,support customer service,0,1,0
2I300RpQl3c,sure amps,0,1,0
2I300RpQl3c,tesla,1,0,0
2I300RpQl3c,tesla grizzle charger,1,0,0
2I300RpQl3c,tesla j glce,0,0,1
2I300RpQl3c,tesla wall charger,0,1,0
2I300RpQl3c,tesla wall charger price ease,0,1,0
2I300RpQl3c,tesla wall connector j evse chargers,0,1,0
2I300RpQl3c,that,1,1,0
2I300RpQl3c,tom dc charging,1,0,0
2I300RpQl3c,tom installed tesla wall charger commission charger,0,1,0
2I300RpQl3c,tom moloughney blast week omg,0,1,0
2I300RpQl3c,tom moloughneys,0,1,0
2I300RpQl3c,tom opinion sponsor,1,0,0
2I300RpQl3c,toms channel,1,0,0
2I300RpQl3c,top green light,0,1,0
2I300RpQl3c,train show,0,1,0
2I300RpQl3c,trivial control,0,1,0
2I300RpQl3c,trucking co tesla tesla trucks superchargers drivers,1,0,0
2I300RpQl3c,two controllers,1,0,0
2I300RpQl3c,uf cable,0,1,0
2I300RpQl3c,us,0,1,0
2I300RpQl3c,use cable,0,1,0
2I300RpQl3c,use mobile charger,0,1,0
2I300RpQl3c,v level amps,0,1,0
2I300RpQl3c,v portable evse,0,1,0
2I300RpQl3c,videos,0,0,1
2I300RpQl3c,wait months,0,1,0
2I300RpQl3c,whatever else thing,0,1,0
2I300RpQl3c,wi fi app charger,0,1,0
2I300RpQl3c,wifi extender garage,0,1,0
2I300RpQl3c,wifi program,1,0,0
2I300RpQl3c,x changes amps,0,1,0
2I300RpQl3c,you,0,2,0
6-XUGVmh0MA,abcd customers,1,0,0
6-XUGVmh0MA,ac power supply,1,0,0
6-XUGVmh0MA,accurate information viewers,0,1,0
6-XUGVmh0MA,accurate numbers,0,1,0
6-XUGVmh0MA,actually many bug,0,1,0
6-XUGVmh0MA,adapter sorry tesla brands,1,0,0
6-XUGVmh0MA,adaptive cruise control lan auto pilot route planing,0,0,1
6-XUGVmh0MA,air vents,0,1,0
6-XUGVmh0MA,alex,4,2,0
6-XUGVmh0MA,alex id,0,0,1
6-XUGVmh0MA,alex mark,1,0,0
6-XUGVmh0MA,alex media,1,0,0
6-XUGVmh0MA,alex omg lmao watching content,0,1,0
6-XUGVmh0MA,alex videos man,0,1,0
6-XUGVmh0MA,alex weak reasons,0,1,0
6-XUGVmh0MA,alexa mentioning light,0,1,0
6-XUGVmh0MA,alot,1,0,0
6-XUGVmh0MA,android auto apple carplay loss,1,0,0
6-XUGVmh0MA,angerly vinfasts symptoms,1,0,0
6-XUGVmh0MA,another youtuber,1,0,0
6-XUGVmh0MA,anyone,1,3,0
6-XUGVmh0MA,anything,5,1,2
6-XUGVmh0MA,anywhere else world reliable lot cheaper restif,1,0,0
6-XUGVmh0MA,apple carplay available tesla stay,0,1,0
6-XUGVmh0MA,asians,0,1,0
6-XUGVmh0MA,aspects price point,1,0,0
6-XUGVmh0MA,average consumer,0,1,0
6-XUGVmh0MA,average report,0,1,0
6-XUGVmh0MA,awesome btw,0,1,0
6-XUGVmh0MA,awesome contents,0,1,0
6-XUGVmh0MA,bad heads,1,0,0
6-XUGVmh0MA,bad range drive mph headwind,1,0,0
6-XUGVmh0MA,bad removed dislike button count,1,0,0
6-XUGVmh0MA,bad vinfast recalled ride,1,0,0
6-XUGVmh0MA,balances,0,1,0
6-XUGVmh0MA,bankruptcy idiot,1,0,0
6-XUGVmh0MA,basically concentrated southern ca bay area,1,0,0
6-XUGVmh0MA,battery rental top purchase price,0,1,0
6-XUGVmh0MA,beats brands groud,0,1,0
6-XUGVmh0MA,best weapon,1,0,0
6-XUGVmh0MA,big mistake dave bc canada,0,1,0
6-XUGVmh0MA,big problem,1,0,0
6-XUGVmh0MA,biggest problem,1,0,0
6-XUGVmh0MA,billion dollars,1,0,0
6-XUGVmh0MA,billions dollars,1,0,0
6-XUGVmh0MA,bit hypocritical clickbaitish,1,0,0
6-XUGVmh0MA,blind spot side mirrors,0,0,1
6-XUGVmh0MA,blind spot view camera,0,1,0
6-XUGVmh0MA,brand,0,0,1
6-XUGVmh0MA,brand market,0,1,0
6-XUGVmh0MA,brand service data,0,1,0
6-XUGVmh0MA,brand us market company,0,1,0
6-XUGVmh0MA,brands,0,1,0
6-XUGVmh0MA,bs,0,0,1
6-XUGVmh0MA,bugs fixed software updates,0,1,0
6-XUGVmh0MA,bulk,0,1,0
6-XUGVmh0MA,buttons,0,1,0
6-XUGVmh0MA,buyhot hotter mini wuling chinese,0,0,1
6-XUGVmh0MA,candle elementary editorial full misinformation biases alex unique ability convey opinion,0,1,0
6-XUGVmh0MA,capabilities,0,1,0
6-XUGVmh0MA,carefully history,1,0,0
6-XUGVmh0MA,carwow range tests,0,1,0
6-XUGVmh0MA,centsh china h,0,1,0
6-XUGVmh0MA,chance brand market subscription service use carplay,0,1,0
6-XUGVmh0MA,changing lanes,0,0,1
6-XUGVmh0MA,channel,1,1,0
6-XUGVmh0MA,charm wit,0,1,0
6-XUGVmh0MA,check alex,0,1,0
6-XUGVmh0MA,china,2,0,0
6-XUGVmh0MA,chinese,0,0,1
6-XUGVmh0MA,close vinfast crush tesla,0,1,0
6-XUGVmh0MA,comical bsm side,0,0,1
6-XUGVmh0MA,comments section,0,1,0
6-XUGVmh0MA,companies,0,0,1
6-XUGVmh0MA,company law enforcement based suspicion,1,0,0
6-XUGVmh0MA,connectors,0,1,0
6-XUGVmh0MA,content,1,0,0
6-XUGVmh0MA,conveniences,0,1,0
6-XUGVmh0MA,correction,0,1,0
6-XUGVmh0MA,country nope,0,0,1
6-XUGVmh0MA,couple model,0,0,1
6-XUGVmh0MA,crash,1,0,0
6-XUGVmh0MA,crash test mph,1,0,0
6-XUGVmh0MA,credibility,0,1,0
6-XUGVmh0MA,credibility ideal world review articles,0,1,0
6-XUGVmh0MA,cruise control,0,1,0
6-XUGVmh0MA,current market evs alexs,0,1,0
6-XUGVmh0MA,customers,0,2,0
6-XUGVmh0MA,d,1,0,2
6-XUGVmh0MA,d ford mustang,1,0,0
6-XUGVmh0MA,day,0,2,0
6-XUGVmh0MA,dear partner blasting,0,1,0
6-XUGVmh0MA,decent ev cool features,1,0,0
6-XUGVmh0MA,decision makemodel dependent resaleresidual value reliability,0,1,0
6-XUGVmh0MA,deep disdain tesla,0,1,0
6-XUGVmh0MA,def air vents sheesh,0,1,0
6-XUGVmh0MA,different reasons,0,1,0
6-XUGVmh0MA,different sight,0,1,0
6-XUGVmh0MA,different something,1,0,0
6-XUGVmh0MA,disappointments,0,1,0
6-XUGVmh0MA,discredit tesla,0,0,1
6-XUGVmh0MA,disdain tesla,1,0,0
6-XUGVmh0MA,doesnt exactly sound prefer tesla,0,1,0
6-XUGVmh0MA,dreadful experience,1,0,0
6-XUGVmh0MA,driving speed,0,1,0
6-XUGVmh0MA,e,1,0,0
6-XUGVmh0MA,e owners italy,1,0,0
6-XUGVmh0MA,early reports,0,0,1
6-XUGVmh0MA,either gm saic skin saic gm,1,0,0
6-XUGVmh0MA,either one loss,1,0,0
6-XUGVmh0MA,electric vehicles circulation north south based statistics,1,0,0
6-XUGVmh0MA,electronics technology,0,0,1
6-XUGVmh0MA,eli,0,1,0
6-XUGVmh0MA,entire blind spot,0,1,0
6-XUGVmh0MA,epa,1,0,0
6-XUGVmh0MA,etc best choice,1,0,0
6-XUGVmh0MA,european makers,1,0,0
6-XUGVmh0MA,ev startup,1,0,0
6-XUGVmh0MA,evaluation objective tesla infosystem android apple carplay voice assistant tesla flawless,0,1,0
6-XUGVmh0MA,even fail match,0,1,0
6-XUGVmh0MA,even passably android apple integration,1,0,0
6-XUGVmh0MA,even unfair ones software bug,0,1,0
6-XUGVmh0MA,even useful also included model,0,1,0
6-XUGVmh0MA,every post,1,0,0
6-XUGVmh0MA,every review,1,2,0
6-XUGVmh0MA,every reviewer,0,1,0
6-XUGVmh0MA,every single tester,0,1,0
6-XUGVmh0MA,every supercharger magic,0,1,0
6-XUGVmh0MA,every time worst part criticism tesla channel,1,0,0
6-XUGVmh0MA,everyone,1,1,1
6-XUGVmh0MA,exit plans,0,1,0
6-XUGVmh0MA,expensive america vietnam area,1,0,0
6-XUGVmh0MA,experience journos,1,0,0
6-XUGVmh0MA,eyes road,0,1,0
6-XUGVmh0MA,factory home state,1,0,0
6-XUGVmh0MA,facts,0,1,0
6-XUGVmh0MA,facts figures,1,0,0
6-XUGVmh0MA,fan speed volume track changes voice,0,1,0
6-XUGVmh0MA,fantastic see electric review,0,1,0
6-XUGVmh0MA,far front superior charging nope,0,1,0
6-XUGVmh0MA,fast charging session,0,1,0
6-XUGVmh0MA,features,1,0,0
6-XUGVmh0MA,features bug fix,0,1,0
6-XUGVmh0MA,financial backing ambitions,0,1,0
6-XUGVmh0MA,fine whole battery rental stuff,0,1,0
6-XUGVmh0MA,first adopter vf next company,1,0,0
6-XUGVmh0MA,first batch vf,1,0,0
6-XUGVmh0MA,first impression,0,1,0
6-XUGVmh0MA,first recall pile,1,0,0
6-XUGVmh0MA,flavor,0,1,0
6-XUGVmh0MA,flipped experienced growing pains,1,0,0
6-XUGVmh0MA,foot plunge cliff,0,0,1
6-XUGVmh0MA,foreign comparison ratio,1,0,0
6-XUGVmh0MA,foreign countries steel factories,1,0,0
6-XUGVmh0MA,free highspeed buld internet tesla,0,1,0
6-XUGVmh0MA,free self driving tesla,0,1,0
6-XUGVmh0MA,fresh air days year warranty vinfast infrastructure place support warranty claims tesla,0,1,0
6-XUGVmh0MA,friends,1,0,0
6-XUGVmh0MA,friggin buttons,0,1,0
6-XUGVmh0MA,fsd paying development perspective,1,0,0
6-XUGVmh0MA,full twowheeled gasoline,1,0,0
6-XUGVmh0MA,furniture china germany main headquarters singapore spac,1,0,0
6-XUGVmh0MA,fwy street,1,0,0
6-XUGVmh0MA,giga factories,1,0,0
6-XUGVmh0MA,gm,3,0,0
6-XUGVmh0MA,gms vauxhall v,1,0,0
6-XUGVmh0MA,golf,0,1,0
6-XUGVmh0MA,government journalistic news,0,1,0
6-XUGVmh0MA,greetings,1,0,0
6-XUGVmh0MA,guide,0,1,0
6-XUGVmh0MA,guy,0,1,0
6-XUGVmh0MA,hammer sickle ak truth,1,0,0
6-XUGVmh0MA,happy,0,1,0
6-XUGVmh0MA,hassles,1,0,0
6-XUGVmh0MA,hate korean shit,1,0,0
6-XUGVmh0MA,hate tesla auto companies general woman,1,0,0
6-XUGVmh0MA,hate tesla evs manufacturers,1,0,0
6-XUGVmh0MA,hatred tesla,1,0,0
6-XUGVmh0MA,he,0,1,0
6-XUGVmh0MA,heads display,0,1,0
6-XUGVmh0MA,high mileages,0,1,0
6-XUGVmh0MA,hobble features,1,0,0
6-XUGVmh0MA,hopefully never one otherwise short affair,1,0,0
6-XUGVmh0MA,however biggest concern,0,1,0
6-XUGVmh0MA,huge fluffff piece blame,1,0,0
6-XUGVmh0MA,i,5,5,3
6-XUGVmh0MA,id,2,0,0
6-XUGVmh0MA,id owner,1,0,0
6-XUGVmh0MA,id time,0,1,0
6-XUGVmh0MA,identity money,1,0,0
6-XUGVmh0MA,ill buying,0,1,0
6-XUGVmh0MA,impartial person,0,1,0
6-XUGVmh0MA,important features,0,1,0
6-XUGVmh0MA,important information rest,0,1,0
6-XUGVmh0MA,important note vinfast,0,1,0
6-XUGVmh0MA,impression cake,0,0,1
6-XUGVmh0MA,impression impartial review,0,1,0
6-XUGVmh0MA,impressive sad vietnamese brand,0,1,0
6-XUGVmh0MA,incredible advocate electric electric,0,1,0
6-XUGVmh0MA,inelegant,1,0,0
6-XUGVmh0MA,inexcusable behavior manufacturers money,1,0,0
6-XUGVmh0MA,influence western democracy war,1,0,0
6-XUGVmh0MA,influencers,0,1,0
6-XUGVmh0MA,initial teething problems,1,0,0
6-XUGVmh0MA,instances,1,0,0
6-XUGVmh0MA,instrument cluster twist neck,0,1,0
6-XUGVmh0MA,interesting robert clewellyn,0,1,0
6-XUGVmh0MA,island,1,0,0
6-XUGVmh0MA,jeepall vietnamese,0,0,1
6-XUGVmh0MA,journalists,1,0,1
6-XUGVmh0MA,journos,1,0,0
6-XUGVmh0MA,juicy advertising dollars,1,0,0
6-XUGVmh0MA,junk crushes,0,1,0
6-XUGVmh0MA,k warranty,0,0,1
6-XUGVmh0MA,kia,1,0,0
6-XUGVmh0MA,kia evwhich,1,0,0
6-XUGVmh0MA,kid block model,1,0,0
6-XUGVmh0MA,large reviewers liars,1,0,0
6-XUGVmh0MA,large reviews proof,1,0,0
6-XUGVmh0MA,larger platform,0,1,0
6-XUGVmh0MA,last yrs ur comparison,0,1,0
6-XUGVmh0MA,laughably bad vinfast,0,1,0
6-XUGVmh0MA,launch junket,1,0,0
6-XUGVmh0MA,life,1,0,0
6-XUGVmh0MA,link reviews bs,0,0,1
6-XUGVmh0MA,listening guy,0,1,0
6-XUGVmh0MA,logical reason,0,1,0
6-XUGVmh0MA,lol,1,2,0
6-XUGVmh0MA,long breaks,1,0,0
6-XUGVmh0MA,long leave,1,0,0
6-XUGVmh0MA,longtrip,0,1,0
6-XUGVmh0MA,man earth,1,0,0
6-XUGVmh0MA,manipulated spit,1,0,0
6-XUGVmh0MA,manual controls,0,1,0
6-XUGVmh0MA,many range dual motor cheaper price,0,1,0
6-XUGVmh0MA,many rivals,0,1,0
6-XUGVmh0MA,many service centers,1,0,0
6-XUGVmh0MA,many videos user experience,0,1,0
6-XUGVmh0MA,market,0,2,0
6-XUGVmh0MA,market low quality unfinished software,1,0,0
6-XUGVmh0MA,market youtube world negative message,1,0,0
6-XUGVmh0MA,masses,0,0,1
6-XUGVmh0MA,midlux crossover,0,0,1
6-XUGVmh0MA,miles,1,0,0
6-XUGVmh0MA,miles range,1,0,0
6-XUGVmh0MA,million billion viet nam population million estimated vinfast electric bicycles,1,0,0
6-XUGVmh0MA,million population,1,0,0
6-XUGVmh0MA,mind vietnams,1,0,0
6-XUGVmh0MA,minimum times week vinfast option future hope vhome vgrid function,1,0,0
6-XUGVmh0MA,missing vinfast sales policy company,0,1,0
6-XUGVmh0MA,mistakes,1,0,0
6-XUGVmh0MA,model,1,0,0
6-XUGVmh0MA,model lol,0,1,0
6-XUGVmh0MA,model total,0,1,0
6-XUGVmh0MA,money,0,0,1
6-XUGVmh0MA,money death,1,0,0
6-XUGVmh0MA,month,0,1,0
6-XUGVmh0MA,mr e,0,1,0
6-XUGVmh0MA,much charm,0,1,0
6-XUGVmh0MA,much crush tesla,1,0,0
6-XUGVmh0MA,much every real bev get power battery external use,1,0,0
6-XUGVmh0MA,much faster pace hyundaikia,1,0,0
6-XUGVmh0MA,much u bet,0,1,0
6-XUGVmh0MA,much videos,0,1,0
6-XUGVmh0MA,musk watches,1,0,0
6-XUGVmh0MA,name,1,0,0
6-XUGVmh0MA,nearly ev reviews,0,1,0
6-XUGVmh0MA,needs,1,1,0
6-XUGVmh0MA,network model home exception occasional mile trip,0,1,0
6-XUGVmh0MA,network wanna,1,0,0
6-XUGVmh0MA,networkand software,1,0,0
6-XUGVmh0MA,never ever anything,0,1,0
6-XUGVmh0MA,news,0,0,1
6-XUGVmh0MA,nicer tesla safety teslaif vinfast vf tesla model,0,1,0
6-XUGVmh0MA,nonewhere tesla,0,0,1
6-XUGVmh0MA,north america teslas,0,1,0
6-XUGVmh0MA,nothing,0,1,0
6-XUGVmh0MA,number vinfast circulation ratio insignificant charging stations,1,0,0
6-XUGVmh0MA,onboard teslas,0,1,0
6-XUGVmh0MA,one,1,1,1
6-XUGVmh0MA,one forbids farce,1,0,0
6-XUGVmh0MA,one guest btw,1,0,0
6-XUGVmh0MA,one lol vietnamese,1,0,0
6-XUGVmh0MA,one party autocratic dictatorships wages,0,1,0
6-XUGVmh0MA,one real winner,0,1,0
6-XUGVmh0MA,one state soooo vietnamese automaker,1,0,0
6-XUGVmh0MA,one worst review evs,0,1,0
6-XUGVmh0MA,one year ownership singing breakup,1,0,0
6-XUGVmh0MA,opinion,0,1,0
6-XUGVmh0MA,ota updates,2,0,0
6-XUGVmh0MA,ott tesla fan boys,0,1,0
6-XUGVmh0MA,outdated volvo ex,0,0,1
6-XUGVmh0MA,owners tesla model,0,1,0
6-XUGVmh0MA,pack noodles,0,0,1
6-XUGVmh0MA,paid promotion,1,0,0
6-XUGVmh0MA,pain injustice,1,0,0
6-XUGVmh0MA,par course,1,0,0
6-XUGVmh0MA,parts,1,0,0
6-XUGVmh0MA,parts vehicles,1,0,0
